"Step","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-5 - samp prob.data_alpaca/train_noisy.json","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-5 - samp prob.data_alpaca/train_noisy.json__MIN","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-5 - samp prob.data_alpaca/train_noisy.json__MAX","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json__MIN","exp1_gpt2_demo_lr-u-1e-4_lr-w-1e-4_lr_lambda-1e-4_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json__MAX","exp1_gpt2_demo_lr-u-1e-5_lr-w-1e-5_lr_lambda-1e-1_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json","exp1_gpt2_demo_lr-u-1e-5_lr-w-1e-5_lr_lambda-1e-1_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json__MIN","exp1_gpt2_demo_lr-u-1e-5_lr-w-1e-5_lr_lambda-1e-1_seed-0_alpha-1000_epoch-1_freq_lambda-5_freq_w-1 - samp prob.data_alpaca/train_noisy.json__MAX"
"28","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.34648597240448","0.34648597240448","0.34648597240448"
"29","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.34648597240448","0.34648597240448","0.34648597240448"
"30","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.34648597240448","0.34648597240448","0.34648597240448"
"31","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.49973368644714355","0.34648597240448","0.34648597240448","0.34648597240448"
"32","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.3119371831417084","0.3119371831417084","0.3119371831417084"
"33","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.3119371831417084","0.3119371831417084","0.3119371831417084"
"34","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.3119371831417084","0.3119371831417084","0.3119371831417084"
"35","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.3119371831417084","0.3119371831417084","0.3119371831417084"
"36","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.4996873736381531","0.3119371831417084","0.3119371831417084","0.3119371831417084"
"37","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.2770631015300751","0.2770631015300751","0.2770631015300751"
"38","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.2770631015300751","0.2770631015300751","0.2770631015300751"
"39","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.2770631015300751","0.2770631015300751","0.2770631015300751"
"40","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.2770631015300751","0.2770631015300751","0.2770631015300751"
"41","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.4996398091316223","0.2770631015300751","0.2770631015300751","0.2770631015300751"
"42","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.24301250278949738","0.24301250278949738","0.24301250278949738"
"43","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.24301250278949738","0.24301250278949738","0.24301250278949738"
"44","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.24301250278949738","0.24301250278949738","0.24301250278949738"
"45","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.24301250278949738","0.24301250278949738","0.24301250278949738"
"46","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.4995919466018677","0.24301250278949738","0.24301250278949738","0.24301250278949738"
"47","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.2123349905014038","0.2123349905014038","0.2123349905014038"
"48","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.2123349905014038","0.2123349905014038","0.2123349905014038"
"49","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.2123349905014038","0.2123349905014038","0.2123349905014038"
"50","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.2123349905014038","0.2123349905014038","0.2123349905014038"
"52","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.4995441138744354","0.2123349905014038","0.2123349905014038","0.2123349905014038"
"53","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.1851123720407486","0.1851123720407486","0.1851123720407486"
"54","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.1851123720407486","0.1851123720407486","0.1851123720407486"
"55","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.1851123720407486","0.1851123720407486","0.1851123720407486"
"56","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.1851123720407486","0.1851123720407486","0.1851123720407486"
"57","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.49949610233306885","0.1851123720407486","0.1851123720407486","0.1851123720407486"
"58","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.16024209558963776","0.16024209558963776","0.16024209558963776"
"59","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.16024209558963776","0.16024209558963776","0.16024209558963776"
"60","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.16024209558963776","0.16024209558963776","0.16024209558963776"
"61","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.16024209558963776","0.16024209558963776","0.16024209558963776"
"62","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.4994475841522217","0.16024209558963776","0.16024209558963776","0.16024209558963776"
"63","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.13811315596103668","0.13811315596103668","0.13811315596103668"
"64","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.13811315596103668","0.13811315596103668","0.13811315596103668"
"65","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.13811315596103668","0.13811315596103668","0.13811315596103668"
"66","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.13811315596103668","0.13811315596103668","0.13811315596103668"
"67","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.4993985891342163","0.13811315596103668","0.13811315596103668","0.13811315596103668"
"68","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.11892484873533249","0.11892484873533249","0.11892484873533249"
"69","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.11892484873533249","0.11892484873533249","0.11892484873533249"
"70","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.11892484873533249","0.11892484873533249","0.11892484873533249"
"71","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.11892484873533249","0.11892484873533249","0.11892484873533249"
"72","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.49934932589530945","0.11892484873533249","0.11892484873533249","0.11892484873533249"
"73","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.10260041803121567","0.10260041803121567","0.10260041803121567"
"74","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.10260041803121567","0.10260041803121567","0.10260041803121567"
"75","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.10260041803121567","0.10260041803121567","0.10260041803121567"
"76","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.10260041803121567","0.10260041803121567","0.10260041803121567"
"77","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.49929946660995483","0.10260041803121567","0.10260041803121567","0.10260041803121567"
"78","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.0888550654053688","0.0888550654053688","0.0888550654053688"
"79","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.0888550654053688","0.0888550654053688","0.0888550654053688"
"80","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.0888550654053688","0.0888550654053688","0.0888550654053688"
"81","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.0888550654053688","0.0888550654053688","0.0888550654053688"
"82","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.4992501735687256","0.0888550654053688","0.0888550654053688","0.0888550654053688"
"83","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.07728979736566544","0.07728979736566544","0.07728979736566544"
"84","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.07728979736566544","0.07728979736566544","0.07728979736566544"
"85","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.07728979736566544","0.07728979736566544","0.07728979736566544"
"86","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.07728979736566544","0.07728979736566544","0.07728979736566544"
"87","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.4992009997367859","0.07728979736566544","0.07728979736566544","0.07728979736566544"
"88","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.06734694540500641","0.06734694540500641","0.06734694540500641"
"89","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.06734694540500641","0.06734694540500641","0.06734694540500641"
"90","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.06734694540500641","0.06734694540500641","0.06734694540500641"
"91","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.06734694540500641","0.06734694540500641","0.06734694540500641"
"92","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.4991515874862671","0.06734694540500641","0.06734694540500641","0.06734694540500641"
"93","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.05897175148129463","0.05897175148129463","0.05897175148129463"
"94","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.05897175148129463","0.05897175148129463","0.05897175148129463"
"95","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.05897175148129463","0.05897175148129463","0.05897175148129463"
"96","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.05897175148129463","0.05897175148129463","0.05897175148129463"
"97","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.4991013705730438","0.05897175148129463","0.05897175148129463","0.05897175148129463"
"98","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.05205073952674866","0.05205073952674866","0.05205073952674866"
"99","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.05205073952674866","0.05205073952674866","0.05205073952674866"
"100","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.05205073952674866","0.05205073952674866","0.05205073952674866"
"101","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.05205073952674866","0.05205073952674866","0.05205073952674866"
"103","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.4990518391132355","0.05205073952674866","0.05205073952674866","0.05205073952674866"
"104","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.046243034303188324","0.046243034303188324","0.046243034303188324"
"105","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.046243034303188324","0.046243034303188324","0.046243034303188324"
"106","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.046243034303188324","0.046243034303188324","0.046243034303188324"
"107","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.046243034303188324","0.046243034303188324","0.046243034303188324"
"108","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.4990018904209137","0.046243034303188324","0.046243034303188324","0.046243034303188324"
"109","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.04137779772281647","0.04137779772281647","0.04137779772281647"
"110","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.04137779772281647","0.04137779772281647","0.04137779772281647"
"111","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.04137779772281647","0.04137779772281647","0.04137779772281647"
"112","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.04137779772281647","0.04137779772281647","0.04137779772281647"
"113","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.49895256757736206","0.04137779772281647","0.04137779772281647","0.04137779772281647"
"114","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.03723529726266861","0.03723529726266861","0.03723529726266861"
"115","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.03723529726266861","0.03723529726266861","0.03723529726266861"
"116","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.03723529726266861","0.03723529726266861","0.03723529726266861"
"117","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.03723529726266861","0.03723529726266861","0.03723529726266861"
"118","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.4989030659198761","0.03723529726266861","0.03723529726266861","0.03723529726266861"
"119","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.03372388705611229","0.03372388705611229","0.03372388705611229"
"120","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.03372388705611229","0.03372388705611229","0.03372388705611229"
"121","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.03372388705611229","0.03372388705611229","0.03372388705611229"
"122","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.03372388705611229","0.03372388705611229","0.03372388705611229"
"123","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.49885293841362","0.03372388705611229","0.03372388705611229","0.03372388705611229"
"124","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.030755657702684402","0.030755657702684402","0.030755657702684402"
"125","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.030755657702684402","0.030755657702684402","0.030755657702684402"
"126","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.030755657702684402","0.030755657702684402","0.030755657702684402"
"127","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.030755657702684402","0.030755657702684402","0.030755657702684402"
"128","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.49880388379096985","0.030755657702684402","0.030755657702684402","0.030755657702684402"
"129","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.028222909197211266","0.028222909197211266","0.028222909197211266"
"130","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.028222909197211266","0.028222909197211266","0.028222909197211266"
"131","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.028222909197211266","0.028222909197211266","0.028222909197211266"
"132","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.028222909197211266","0.028222909197211266","0.028222909197211266"
"133","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.4987559914588928","0.028222909197211266","0.028222909197211266","0.028222909197211266"
"134","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.02603224664926529","0.02603224664926529","0.02603224664926529"
"135","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.02603224664926529","0.02603224664926529","0.02603224664926529"
"136","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.02603224664926529","0.02603224664926529","0.02603224664926529"
"137","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.02603224664926529","0.02603224664926529","0.02603224664926529"
"138","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.4987085163593292","0.02603224664926529","0.02603224664926529","0.02603224664926529"
"139","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.024158282205462456","0.024158282205462456","0.024158282205462456"
"140","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.024158282205462456","0.024158282205462456","0.024158282205462456"
"141","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.024158282205462456","0.024158282205462456","0.024158282205462456"
"142","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.024158282205462456","0.024158282205462456","0.024158282205462456"
"143","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.4986615478992462","0.024158282205462456","0.024158282205462456","0.024158282205462456"
"144","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.02251260168850422","0.02251260168850422","0.02251260168850422"
"145","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.02251260168850422","0.02251260168850422","0.02251260168850422"
"146","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.49861419200897217","0.02251260168850422","0.02251260168850422","0.02251260168850422"
